"id","severite","verdict","flux_sources","pages","fichiers","element","constat","preuves","correction"
"U026","MAJEUR","CASSÉ","19","/confidentialite;/privacy;/contact-fr;/contact","confidentialite.html;privacy.html","Politique sans durée de conservation (fiches, messages de contact, newsletter)","« pendant la durée nécessaire à leur utilisation et au respect de nos obligations » : ni durée ni critère (RGPD art. 13-2-a, 14-2-a ; précédent CNIL SAN-2024-020 KASPR) ; aucune durée pour les messages du formulaire de contact, transmis par Resend (journaux et contenu conservés aux États-Unis) vers contact@syntheticswarm.ai.","19 (l.46) : confidentialite.html ligne 64 ; cnil.fr/fr/aspiration-de-donnees-sanction-de-240-000-euros-lencontre-de-la-societe-kaspr || 19 (l.72) : api/contact.js lignes 25 à 28 et 35 ; CONTACT_SETUP.md","Ajouter à confidentialite.html (rapport 19, Annexe C) : `<section><h2>Durées de conservation</h2><p>Fiches de prospection : [donnée à fournir, par exemple 12 mois à compter de la collecte ou de la dernière vérification de l'information], puis suppression ; en cas d'opposition, vos identifiants (nom, email, téléphone) sont conservés uniquement dans une liste d'opposition afin de ne plus vous recollecter. Messages du formulaire de contact : [donnée à fournir, par exemple 3 ans après le dernier échange]. Newsletter : jusqu'à votre désinscription, puis 3 ans maximum dans la liste d'exclusion. Comptes clients et facturation : durée du contrat puis 10 ans pour les pièces comptables (art. L123-22 du Code de commerce). Journaux de connexion : 12 mois maximum.</p></section>` (traduire pour privacy.html) ; régler la rétention des journaux dans le tableau Resend"
"U027","MAJEUR","CASSÉ","19","/confidentialite;/privacy","confidentialite.html;privacy.html","Politique sans droit de réclamation auprès de la CNIL","Le droit d'introduire une réclamation auprès de la CNIL (RGPD art. 13-2-d et 14-2-e) est absent de confidentialite.html et de privacy.html.","19 (l.47) : `grep -c -i -e CNIL -e réclamation -e complaint confidentialite.html privacy.html` = 0, 0","Remplacer la section « Vos droits » de confidentialite.html par (rapport 19, Annexe C) : `<section><h2>Vos droits</h2><p>Vous disposez des droits d'accès, de rectification, d'effacement, de limitation et, pour les traitements fondés sur le consentement ou le contrat, de portabilité (art. 15 à 20 du RGPD). Écrivez à <a href=""mailto:contact@syntheticswarm.ai"">contact@syntheticswarm.ai</a> ou à l'adresse postale ci-dessus ; nous répondons dans un délai d'un mois (art. 12-3). Vous pouvez introduire une réclamation auprès de la CNIL : 3 place de Fontenoy, TSA 80715, 75334 Paris Cedex 07, <a href=""https://www.cnil.fr/fr/plaintes"" target=""_blank"" rel=""noopener noreferrer"">www.cnil.fr/fr/plaintes</a>.</p></section>` (traduire pour privacy.html)"
"U028","MAJEUR","CASSÉ","19","/confidentialite;/privacy","confidentialite.html;privacy.html","Politique sans mention des transferts hors Union européenne","Absent, alors que : Resend Inc. (emails du formulaire de contact et contacts newsletter) stocke les données aux États-Unis (resend.com/security/gdpr : ""stores customer data in the United States"", transferts sous clauses contractuelles types) ; Vercel Inc. (hébergement et fonctions /api, États-Unis, certifié DPF d'après vercel.com/changelog) ; Google LLC (Fonts sur 26 pages, Calendar pour les démos) ; Stripe (paiement)","19 (l.48) : api/contact.js ligne 32 (api.resend.com) ; api/newsletter.js ligne 23 ; `curl -sD -` server: Vercel ; tiers.csv","Ajouter à confidentialite.html (rapport 19, Annexe C) : `<section><h2>Transferts hors de l'Union européenne</h2><p>Vercel Inc. et Resend Inc. traitent des données aux États-Unis. Ces transferts reposent sur la décision d'adéquation relative au cadre de protection des données UE États-Unis (Data Privacy Framework) pour les prestataires certifiés et, à défaut, sur les clauses contractuelles types de la Commission européenne (art. 46-2-c du RGPD). [Vérifier et indiquer pour chaque prestataire le mécanisme applicable.] Vous pouvez en obtenir copie à l'adresse de contact.</p></section>` (traduire pour privacy.html)"
"U029","MAJEUR","CASSÉ","19;T1","/confidentialite;/privacy","confidentialite.html;privacy.html","« nos prestataires nécessaires » : aucun destinataire ni sous-traitant nommé","confidentialite.html:63 et privacy.html:63 se limitent à « nos clients professionnels et nos prestataires nécessaires », sans nom ni pays ; prestataires réels : Vercel (fonctions /api en région iad1, États-Unis), Resend (api.resend.com, États-Unis), Google (Fonts sur 26 pages, Agenda pour la démo), Stripe (CGV art. 4), Hetzner (app, Allemagne) ; ni Google Calendar ni l'application app.syntheticswarm.ai ne sont mentionnés (RGPD art. 13-1-e, 14-1-e, 28).","19 (l.19) : RDAP RIPE 178.104.121.108 : ""Hetzner Online GmbH, Industriestrasse 25, D-91710 Gunzenhausen"" ; `grep -c -e Google -e Calendar -e Hetzner confidentialite.html` = 0 || 19 (l.49) : confidentialite.html ligne 63 || T1 (l.69) : rapport 19 lignes 16, 19, 48, 49 ; rapport 08 lignes 20, 32, 67 ; confidentialite.html:63 ; privacy.html:63 ; api/contact.js:32 ; api/newsletter.js:23 ; scripts/site_layout.py:123 ; conditions.html:65","Remplacer la section de confidentialite.html:63 par (rapport 19, Annexe C) : `<section><h2>Destinataires et sous-traitants</h2><p>Nos clients professionnels reçoivent les fiches pour leur propre prospection ; ils deviennent responsables de leurs traitements et s'engagent contractuellement à respecter vos droits. Sous-traitants : Vercel Inc. (hébergement du site et des formulaires, États-Unis), Hetzner Online GmbH (hébergement de l'application, Allemagne), Resend Inc. (acheminement des emails, États-Unis), Stripe (paiement des abonnements), Google LLC (prise de rendez-vous Google Calendar, polices de caractères [à retirer après auto-hébergement]). Nous ne vendons ni ne louons vos données à des tiers autres que nos clients dans le cadre décrit ci-dessus.</p></section>` (traduire pour privacy.html:63 ; formulation courte équivalente dans T1-55)"
"U030","MAJEUR","CASSÉ","19;T1","/confidentialite;/privacy;26 pages (bloc newsletter);/contact-fr;/contact","confidentialite.html;privacy.html;api/contact.js;api/newsletter.js;tests/legal.test.cjs","Politique muette sur contact, newsletter, démo et journaux","confidentialite.html:60 à 65 et privacy.html:60 à 65 ne décrivent que les données des prospects fichés : aucune mention du formulaire de contact (contact-fr.html:58, api/contact.js:30 à 32, Resend), de la newsletter (26 pages, scripts/site_layout.py:81 à 89, api/newsletter.js:21 à 30), de la réservation de démo (Google Calendar), des journaux serveur ni de leur finalité, base légale et durée (RGPD art. 13).","19 (l.54) : confidentialite.html lignes 60 à 65 || T1 (l.67) : rapport 01 ligne 14 ; rapport 19 lignes 54 et 67 ; scripts/site_layout.py:81 à 89 ; index-fr.html:301 ; api/newsletter.js:21 à 30 ; confidentialite.html:60 à 65 ; privacy.html:60 à 65 || T1 (l.68) : rapport 02 ligne 14 ; rapport 19 lignes 54 et 71 ; contact-fr.html:58 ; contact.html:58 ; api/contact.js:30, 32 ; confidentialite.html:60 à 65","Ajouter à confidentialite.html (rapport 19, Annexe C, sections visiteurs) : dans « Données traitées » `<p>Visiteurs : adresse IP et données techniques de connexion (journaux de l'hébergeur), cookie de langue (voir Cookies) ; formulaire de contact : nom, prénom, email, entreprise, sujet, message ; newsletter : adresse email ; démonstration : nom, email et créneau saisis dans Google Calendar.</p>` et, à défaut de la refonte complète, les deux sections de T1-53 et T1-54 : `<section><h2>Newsletter</h2><p>Si vous saisissez votre email dans le formulaire du pied de page, nous l'utilisons uniquement pour vous envoyer nos actualités (base légale : consentement), via notre prestataire Resend (États-Unis, [mécanisme de transfert à confirmer]). Désinscription à tout moment par le lien de chaque email ou à contact@syntheticswarm.ai.</p></section>` et `<section><h2>Formulaire de contact</h2><p>Les informations saisies (nom, email, message) servent uniquement à vous répondre (base légale : intérêt légitime) ; elles transitent par notre prestataire d'envoi d'emails Resend et sont conservées [durée à fournir].</p></section>` (équivalents EN dans privacy.html) ; ajuster le compte de sections dans tests/legal.test.cjs:44"
"U031","MAJEUR","CASSÉ","06;07;14;16;22;T1","26 pages (en-tête, pied de page, menu mobile);/clients;/customers;/media;/medias;sitemap.xml","scripts/site_layout.py;clients.html;customers.html;media.html;medias.html;sitemap.xml;site-pages.css","« Nos clients » et « Médias » désactivés, pages vides indexables","scripts/site_layout.py:37 rend « Nos clients » / « Customers » et « Médias » / « Media » comme `<span class=""nav-disabled"" role=""link"" aria-disabled=""true"">` (104 occurrences sur 26 pages : non focalisables, tabindex -1, annoncés « lien, indisponible », #777 sur #fcfbf8 = 4,33:1) ; les quatre pages répondent 200, figurent dans sitemap.xml (l.89, 95, 101, 107) sans noindex, mais ne reçoivent aucun lien hors le sélecteur de langue de la page jumelle (pages orphelines) et leur contenu est un espace réservé (« Customer stories are coming soon. », « No publications yet. ») ; clic desktop ou mobile sur ces entrées : rien ne se passe et le focus est perdu.","06 (l.49) : scripts/site_layout.py:37 ; `grep -o '<span[^>]*aria-disabled[^>]*>[^<]*</span>' index.html` : Customers x1, Media x2 ; sitemap.xml `<loc>https://www.syntheticswarm.ai/customers</loc>` (et clients, media, medias) ; `grep -c 'name=""robots""' customers.html clients.html media.html medias.html` : 0 ; texte de customers.html et media.html ; extra-results.json `afterClickDisabled` (sameUrl true) ; captures docs/audit-total/screens/06/index-1440-menu-about-medias-desactive.png, index-390-menu-medias-desactive.png, index-390-footer-liens-desactives.png || 07 (l.24) : annexe P4 (grep des href, grep du sitemap prod) ; resultats.json linksToClientsMedia, aboutMenuItems, footerCompanyItems, disabledNav ; captures recrutement-1440-menu-a-propos.png, careers-1440-menu-a-propos.png, clients-1440-pied-de-page-entreprise.png, customers-1440-pied-de-page-entreprise.png, recrutement-390-menu-mobile.png || 07 (l.25) : resultats.json disabledNav (contraste calculé) ; captures clients-1440-pied-de-page-entreprise.png, recrutement-390-menu-mobile.png ; site-pages.css l.94 à 95 ; scripts/site_layout.py l.37 || 07 (l.26) : medias.html l.7 à 8 et l.57 ; media.html idem ; resultats.json medias.meta, media.meta, state ; captures medias-1440-pleine.png, medias-390-pleine.png, media-1440-pleine.png, media-390-pleine.png ; annexe P4 (/contact-fr et /contact en 200) || 14 (l.24) : links.py : « Profondeur de clic depuis / » = inatteignable pour les 4 pages, in_pages = 1 ; captures docs/audit-total/screens/14/customers-1440-js-on.png et docs/audit-total/screens/14/media-1440-js-on.png ; assets/data/customers.json || 16 (l.18) : Annexes C (disabledLinks) et D ; index-fr.html lignes 60 et 310 ; site-pages.css ligne 94 ; scripts/site_layout.py ligne 37 || 22 (l.18) : index-fr.html l.60 et l.310 ; docs/audit-total/screens/22/home-fr-1440-footer.png ; docs/audit-total/screens/22/home-fr-390-menu-mobile.png ; curl https://www.syntheticswarm.ai/medias : HTTP 200, 8 451 octets (le 000 de pages.csv était transitoire) ; scratchpad/22/frictions.json (d, e) || T1 (l.22) : rapport 06 ligne 49 ; rapport 07 lignes 24 et 25 ; rapport 14 ligne 24 ; rapport 16 ligne 18 ; rapport 22 ligne 18 ; scripts/site_layout.py:37 ; index-fr.html:60 ; index.html:60 ; sitemap.xml:89, 95, 101, 107","décision fondateurs : Tant que les pages sont des espaces réservés, les retirer des menus et de l'index : (1) scripts/site_layout.py ligne 37, remplacer `return f'<span class=""nav-disabled"" role=""link"" aria-disabled=""true"">{label}</span>'` par `return ''` et, ligne 70, retirer `'customers'` et `'media'` de la liste `['about','customers','careers','media','contact']` ; (2) dans sitemap.xml supprimer les 4 blocs `<url>` dont le `<loc>` est /customers, /clients, /media et /medias ; (3) ajouter `<meta name=""robots"" content=""noindex"">` dans le `<head>` de customers.html, clients.html, media.html et medias.html ; (4) régénérer avec `python3 scripts/site_layout.py` (équipe). Variante quand les pages auront du contenu : supprimer simplement la ligne 37 pour que `company_link` rende des liens `<a>` normaux ; option A de T1-08 dès qu'un contenu existe : supprimer la ligne scripts/site_layout.py:37 et ajouter `'customers'` à la liste de la ligne 43 pour rendre des liens `<a>` normaux ; si la désactivation est voulue (rapport 16) : `<span class=""nav-disabled"">Médias (bientôt)</span>` sans `role=""link""` et site-pages.css:94 `.nav-disabled { cursor: default; color: #6a6a6a; }` ; media.html et medias.html : `<meta name=""robots"" content=""noindex,follow"">` tant qu'aucune publication n'existe (rapport 07)"
"U032","MAJEUR","CASSÉ","06;22","toute URL inexistante (/nexistepas, /Pricing, /page-inexistante-audit22)","404.html (à créer)","Page 404 brute de Vercel, texte nu sans lien","`curl -sD - https://www.syntheticswarm.ai/nexistepas` : HTTP/2 404, content-type text/plain, 79 octets « The page could not be found NOT_FOUND iad1::… » ; dans un navigateur, page générique Vercel en anglais avec « VIEW DOCUMENTATION / COPY DEBUG PROMPT » (liens pour développeurs) ; aucun 404.html dans le dépôt : un prospect qui suit un lien erroné est perdu.","06 (l.41) : `curl -sD - https://www.syntheticswarm.ai/nexistepas` : `HTTP/2 404`, `content-type: text/plain; charset=utf-8`, `x-vercel-error: NOT_FOUND`, `content-length: 79`, corps `The page could not be found / NOT_FOUND / iad1::…` ; `ls /home/user/Synthetic-Landing/404.html` : absent || 22 (l.25) : docs/audit-total/screens/22/404-1440.png ; curl -w : HTTP 404, 79 octets, corps « The page could not be found NOT_FOUND iad1::… » ; scratchpad/22/frictions.json (f) ; constat partagé avec le flux 06","Créer à la racine du dépôt `404.html` (servi automatiquement par Vercel avec le code 404) avec le contenu exact du rapport 06 : `<!DOCTYPE html><html lang=""en""><head><meta charset=""UTF-8""><meta name=""viewport"" content=""width=device-width, initial-scale=1.0""><meta name=""robots"" content=""noindex""><title>Page not found | Synthetic Swarm</title><link rel=""icon"" href=""/assets/favicon.png"" type=""image/png""><link rel=""stylesheet"" href=""/styles.css""><link rel=""stylesheet"" href=""/site-pages.css?v=header-actions-2""></head><body><header class=""header""><div class=""header-inner""><a href=""/"" class=""logo""><img src=""/assets/logo-black-narrow.png"" alt="""" class=""logo-icon"" width=""20"" height=""20"">Synthetic Swarm</a></div></header><main id=""main"" class=""content-page"" tabindex=""-1""><section class=""page-intro""><span class=""page-kicker"">404</span><h1>This page does not exist.</h1><p>The address may be wrong or the page may have moved. <a href=""/"">Back to the home page</a>, <a href=""/pricing"">see pricing</a> or <a href=""/contact"">contact us</a>.</p><p lang=""fr"">Cette page n'existe pas. L'adresse est peut-être erronée ou la page a été déplacée. <a href=""/index-fr"">Retour à l'accueil</a>, <a href=""/tarifs"">voir les tarifs</a> ou <a href=""/contact-fr"">nous contacter</a>.</p></section></main></body></html>` ; vérification : `curl -sD - -o /dev/null https://www.syntheticswarm.ai/nexistepas` doit afficher `HTTP/2 404` et `content-type: text/html` (variante FR seule du rapport 22 : `<main class=""content-page""><h1>Page introuvable</h1><p>Cette page n'existe pas ou a été déplacée.</p><p class=""page-actions""><a class=""page-button"" href=""/index-fr"">Retour à l'accueil</a> <a class=""page-button page-button--secondary"" href=""/tarifs"">Voir les tarifs</a> <a class=""page-button page-button--secondary"" href=""/contact-fr"">Nous contacter</a></p></main>`)"
"U033","MAJEUR","CASSÉ","08;18","https://app.syntheticswarm.ai/ (/, /ui/, /health, /openapi.json, 404)","Caddyfile (hors dépôt)","Aucun HSTS sur l'app (application authentifiée)","Aucun en-tête `strict-transport-security` sur aucune réponse de l'app (« HSTS présent ? 0 occurrence »), alors que le statique Vercel l'envoie ; Caddy ne l'ajoute pas par défaut.","08 (l.16) : docs/audit-total/screens/08/app-exposition.txt, docs/audit-total/screens/08/redirections.txt || 18 (l.45) : docs/audit-total/screens/18/app-health-docs.txt (0 occurrence strict-transport-security)","Dans le Caddyfile, bloc `app.syntheticswarm.ai { ... }`, ajouter : `header Strict-Transport-Security ""max-age=63072000; includeSubDomains; preload""` puis `caddy reload` ; vérifier avec `curl -sI https://app.syntheticswarm.ai/ui/ | grep -i strict`"
"U034","MAJEUR","CASSÉ","08;18","26 pages et tous les fichiers statiques (/, /tarifs, /styles.css, 404)","vercel.json","Aucun en-tête de sécurité (CSP, X-Frame-Options, nosniff)","Aucun des 7 en-têtes X-Content-Type-Options, Referrer-Policy, X-Frame-Options, Content-Security-Policy, Permissions-Policy, Cross-Origin-Opener-Policy, Cross-Origin-Resource-Policy n'est renvoyé (seuls accept-ranges, access-control-allow-origin, age, cache-control, content-disposition, content-type, etag, last-modified, server, strict-transport-security, x-vercel-cache, x-vercel-id) ; vercel.json (52 lignes) n'a aucun bloc `headers` ; faits mesurés compatibles avec une CSP stricte : 0 script inline exécutable, 0 gestionnaire inline, 0 iframe, 10 attributs `style=` sur 4 pages, fetch uniquement vers /api/* et /assets/data/customers.json.","08 (l.17) : docs/audit-total/screens/08/entetes-securite-www.txt, docs/audit-total/screens/08/redirections.txt, vercel.json lignes 1-52 || 18 (l.46) : docs/audit-total/screens/18/static-headers.txt ; vercel.json (pas de clé headers)","Ajouter à vercel.json (rapport 08, Annexe A) le bloc : `""headers"": [ { ""source"": ""/(.*)"", ""headers"": [ { ""key"": ""Strict-Transport-Security"", ""value"": ""max-age=63072000; includeSubDomains; preload"" }, { ""key"": ""Content-Security-Policy"", ""value"": ""default-src 'self'; script-src 'self'; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com; font-src 'self' https://fonts.gstatic.com; img-src 'self' data:; connect-src 'self'; frame-ancestors 'none'; base-uri 'self'; form-action 'self'; object-src 'none'; upgrade-insecure-requests"" }, { ""key"": ""X-Content-Type-Options"", ""value"": ""nosniff"" }, { ""key"": ""X-Frame-Options"", ""value"": ""DENY"" }, { ""key"": ""Referrer-Policy"", ""value"": ""strict-origin-when-cross-origin"" }, { ""key"": ""Permissions-Policy"", ""value"": ""camera=(), microphone=(), geolocation=(), payment=(), usb=(), interest-cohort=()"" }, { ""key"": ""Cross-Origin-Opener-Policy"", ""value"": ""same-origin"" }, { ""key"": ""Cross-Origin-Resource-Policy"", ""value"": ""same-origin"" }, { ""key"": ""Access-Control-Allow-Origin"", ""value"": ""https://www.syntheticswarm.ai"" } ] } ]` (vercel.json complet avec redirections conservées dans le rapport 08, Annexe A) ; après déploiement ouvrir les 26 pages avec la console pour vérifier l'absence de violation CSP ; une fois les polices auto-hébergées (U095), retirer `https://fonts.googleapis.com` et `https://fonts.gstatic.com` de la CSP"
"U035","MAJEUR","CASSÉ","08;18;20","https://www.syntheticswarm.ai/.claude/launch.json",".claude/launch.json;.gitignore;.vercelignore (à créer)",".claude/launch.json suivi par git et servi : chemin nominatif d'un fondateur","`200 application/json` (260 octets, `x-vercel-cache: HIT`) contenant `""runtimeArgs"": [""serve"", ""/Users/ilansainte-agathe/Desktop/Synthetic-Landing""]` : nom de compte macOS d'un membre de l'équipe (donnée personnelle) et outillage interne exposés ; le fichier est suivi par git (`git ls-files`) et .gitignore l.5 n'ignore que `.claude/settings.local.json`.","08 (l.45) : docs/audit-total/screens/08/fichiers-internes-servis.txt, .claude/launch.json ligne 7 || 18 (l.12) : docs/audit-total/screens/18/exposed-files-live.txt (http=200, extrait /Users/ilansainte-agathe/...) ; fichiers.csv ligne 2 ; .claude/launch.json ligne 7 || 20 (l.31) : `curl -I https://www.syntheticswarm.ai/.claude/launch.json` → `HTTP/2 200`, `server: Vercel` ; `cat -n .claude/launch.json` l.7 ; `cat -n .gitignore` l.4 à 6","rapport 20, C4 : dans .gitignore remplacer la ligne 5 `.claude/settings.local.json` par `.claude/` ; `git rm --cached .claude/launch.json` (rapport 08 : `git rm .claude/launch.json`) ; ajouter `.claude/` au `.vercelignore` de U011 ; vérification : `curl -I https://www.syntheticswarm.ai/.claude/launch.json` doit répondre 404"
"U036","MAJEUR","CASSÉ","14;15;22","26 pages","index.html (26 pages);scripts/site_layout.py","Aucune balise Open Graph ni Twitter Card sur 24 pages","0 balise `og:` et 0 `twitter:` sur 24 pages ; /pricing et /tarifs n'ont qu'un `og:title` (l.9, commit 0bb5cd5) sans image, description ni url ; les crawlers se rabattent sur `<title>` et la meta description : sur /index-fr LinkedIn et Facebook affichent un bloc vide ou une carte réduite, WhatsApp n'a pas de vignette, iMessage n'affiche que l'icône 32 x 32 et le domaine ; sur /tarifs la description de repli ne contient aucun prix ; les 3 concurrents ont og:title, og:description, og:image, og:url et twitter:card.","14 (l.41) : heads.py colonnes og/twitter ; `grep -n 'og:' pricing.html tarifs.html` → l.9 seulement || 15 (l.11) : `grep -oi 'property=""og:[a-z_:]*""' *.html | wc -l` = 2 (uniquement pricing.html:9 et tarifs.html:9) ; `grep -oi 'name=""twitter:[a-z_:]*""' *.html | wc -l` = 0 ; relevé des 26 URL en production (Annexe E, tableau prod26) : og total = 2, twitter total = 0 || 15 (l.12) : pricing.html:9 `<meta property=""og:title"" content=""Pricing | Synthetic Swarm"">` ; tarifs.html:9 `<meta property=""og:title"" content=""Tarifs | Synthetic Swarm"">` ; `git log --oneline -S 'og:title' -- pricing.html tarifs.html` = 0bb5cd5 || 15 (l.16) : docs/audit-total/screens/15/index-fr-900-apercu-partage.png (reconstitution à partir du HTML reçu par LinkedInBot) || 15 (l.17) : docs/audit-total/screens/15/tarifs-900-apercu-partage.png || 22 (l.32) : `grep -c 'property=""og:' scratchpad/22/prod/index-fr.html` = 0 ; scratchpad/22/concurrents/*.html (og:image présent sur les 3) ; section 6, critère 8","Coller sur chaque page, juste après la ligne `<meta name=""description"" ...>` (sur pricing.html et tarifs.html à la place de la l.9), le bloc du rapport 15 (Annexe A, page par page ; règles : og:title = title, og:description = meta description, og:url = canonical, og:locale fr_FR ou en_US, og:image = /assets/og-image-fr.png ou -en.png de U037) ; exemple index-fr.html : `<meta property=""og:type"" content=""website""><meta property=""og:site_name"" content=""Synthetic Swarm""><meta property=""og:locale"" content=""fr_FR""><meta property=""og:locale:alternate"" content=""en_US""><meta property=""og:url"" content=""https://www.syntheticswarm.ai/index-fr""><meta property=""og:title"" content=""Prospection en assurance | Synthetic Swarm""><meta property=""og:description"" content=""Synthetic Swarm repère les dirigeants dont la situation vient de changer et vous livre chaque semaine leur nom, leur téléphone et la raison de les appeler.""><meta property=""og:image"" content=""https://www.syntheticswarm.ai/assets/og-image-fr.png""><meta property=""og:image:secure_url"" content=""https://www.syntheticswarm.ai/assets/og-image-fr.png""><meta property=""og:image:type"" content=""image/png""><meta property=""og:image:width"" content=""1200""><meta property=""og:image:height"" content=""630""><meta property=""og:image:alt"" content=""Synthetic Swarm : sachez qui appeler, au bon moment. Prospection en assurance.""><meta name=""twitter:card"" content=""summary_large_image""><meta name=""twitter:title"" content=""Prospection en assurance | Synthetic Swarm""><meta name=""twitter:description"" content=""Synthetic Swarm repère les dirigeants dont la situation vient de changer et vous livre chaque semaine leur nom, leur téléphone et la raison de les appeler.""><meta name=""twitter:image"" content=""https://www.syntheticswarm.ai/assets/og-image-fr.png""><meta name=""twitter:image:alt"" content=""Synthetic Swarm : sachez qui appeler, au bon moment. Prospection en assurance."">` ; og:description de tarifs.html « De 89 € à 1 499 € par mois selon le volume : 10 à 200 fiches qualifiées par semaine, avec dirigeant, téléphone, email, LinkedIn et signal daté. » et de pricing.html « From 89 € to 1,499 € per month depending on volume: 10 to 200 qualified leads per week, with executive, phone, email, LinkedIn and dated signal. » ; pour les pages futures, gabarit `page()` de scripts/site_layout.py (rapport 15, Annexe B)"
"U037","MAJEUR","CASSÉ","15","Les 26 pages","assets/og-image-fr.png (à créer);assets/og-image-en.png (à créer);assets/logo-black-narrow.png","Aucune image de partage 1200 x 630 (og:image, twitter:image)","Aucun visuel de partage n'existe dans assets/ ; les seuls visuels de marque sont favicon.png (32x32), logo-black.png (64x39) et logo-black-narrow.png (1024x1024), aucun au format 1200x630 ; chaque partage produit donc une vignette vide","15 (l.13) : `ls assets | grep -iE 'og|social|share'` = vide ; `identify assets/favicon.png assets/logo-black.png assets/logo-black-narrow.png` = 32x32, 64x39, 1024x1024","Créer /assets/og-image-fr.png et /assets/og-image-en.png (1200 x 630, PNG 8 bits, fond #fcfbf8, marque logo-black-narrow.png, titre « Sachez qui appeler. » #1a1a1a et « Au bon moment. » #0a66c2 italique, sous-titre « Prospection en assurance : dirigeant, téléphone, email, signal daté. », URL www.syntheticswarm.ai, marges de 96 px ; EN « Know who to call. » / « At the right time. » / « Insurance prospecting: executive, phone, email, dated signal. ») ; version provisoire vérifiée (rapport 15, Annexe C) : `convert -size 1200x630 xc:'#fcfbf8' \( assets/logo-black-narrow.png -resize 96x96 \) -geometry +96+80 -composite -font DejaVu-Sans-Bold -pointsize 30 -fill '#1a1a1a' -annotate +216+140 'Synthetic Swarm' -font DejaVu-Sans-Bold -pointsize 72 -fill '#1a1a1a' -annotate +96+320 'Sachez qui appeler.' -font DejaVu-Serif -pointsize 72 -fill '#0a66c2' -annotate +96+410 'Au bon moment.' -font DejaVu-Sans -pointsize 28 -fill '#555555' -annotate +96+500 'Prospection en assurance : dirigeant, téléphone, email, signal daté.' -font DejaVu-Sans -pointsize 24 -fill '#777777' -annotate +96+570 'www.syntheticswarm.ai' -depth 8 assets/og-image-fr.png` (même commande avec les textes EN pour og-image-en.png) ; visuel définitif du designer au même chemin [donnée à fournir]"
"U038","MAJEUR","CASSÉ","07;20","/recrutement;/careers","careers.html;recrutement.html;careers.css;careers.js","summary des postes avec role et aria-expanded (16 erreurs W3C)","Pour chacune des lignes 65 à 68 : « The role attribute must not be used on any summary element », « The aria-expanded attribute must not be used on any summary element », « Element div not allowed as child of element summary », « The element h3 must not appear as a descendant of an element with the attribute role=button » (16 erreurs et 4 avertissements par page, vnu) ; careers.js l.4 repose aria-expanded sur le summary à chaque toggle ; sans JavaScript aria-expanded reste « false » alors que le poste est ouvert.","07 (l.13) : scratchpad flux07/vnu-resultats.txt ; resultats.json sansJS.etat1_clic1 ; recrutement.html l.65 : `<summary role=""button"" aria-expanded=""false"" aria-controls=""details-sales-france""><div><h3 ...><p class=""job-summary"">` || 20 (l.11) : `java -jar vnu.jar --format json --also-check-css --also-check-svg *.html` (copie) : 47 messages au total dont 36 erreurs ; careers.html l.64 c.143 et suivantes (numérotation vnu, décalée d'une ligne : ligne 65 du fichier) ; recrutement.html idem ; `grep -n '<summary role=""button""' careers.html` → l.65, 66, 67, 68","rapport 07 (C1) : recrutement.html l.65 (même modèle pour l.66 à 68 et careers.html l.65 à 68), remplacer l'ouverture du details jusqu'à `</summary>` par `<details class=""job-item"" id=""sales-france"" name=""open-role""><summary><h3 class=""job-title""><span class=""job-title-text"">Sales</span> <span class=""job-geography"">· France <span class=""role-flags"" aria-hidden=""true""><span class=""role-flag"" aria-hidden=""true"">🇫🇷</span></span></span></h3><span class=""job-summary"">Développer Synthetic Swarm auprès des professionnels de l'assurance.</span><span class=""job-toggle"" aria-hidden=""true""></span></summary>` ; careers.css : remplacer les lignes 4 et 28 par `.job-item summary { list-style: none; cursor: pointer; padding: 24px 0; display: grid; grid-template-columns: minmax(0,1fr) auto; column-gap: 24px; align-items: center; }` / `.job-summary { grid-column: 1; display: block; font-size: 14px; line-height: 1.5; font-weight: 400; color: #666; margin-top: 8px; }` / `.job-toggle { grid-column: 2; grid-row: 1 / span 2; }` ; careers.js (fichier complet) : `const roles = [...document.querySelectorAll('.job-item')]; roles.forEach(role => role.addEventListener('toggle', () => { if (role.open) roles.forEach(other => { if (other !== role) other.open = false; }); })); const target = document.getElementById(location.hash.slice(1)); if (target && target.classList.contains('job-item')) target.open = true;` (variante sed du rapport 20 C1 : `sed -i -E 's#<summary role=""button"" aria-expanded=""false"" aria-controls=""[^""]+""><div>#<summary>#g; s#</h3><p class=""job-summary"">([^<]*)</p></div><span class=""job-toggle"" aria-hidden=""true""></span></summary>#<span class=""job-summary"">\1</span></h3></summary>#g' careers.html recrutement.html` et `sed -i '4d' careers.js` ; vérifié en copie : vnu 0 message, tests 79/79)"
